013-1075258-linux系统是未来_大小写敏感_case_sensitive_编程原生态.sy.md,12,50,55,013-1075258-linux系统是未来_大小写敏感_case_sensitive_编程原生态,linux系统是未来_大小写敏感_case_sensitive_编程原生态,        - [linux系统是未来_大小写敏感_case_sensitive_编程原生态](./md/013-1075258-linux系统是未来_大小写敏感_case_sensitive_编程原生态.sy.md)
013-1075258-大小写敏感_case_sensitive_编程原生态.sy.md,12,39,44,013-1075258-大小写敏感_case_sensitive_编程原生态,大小写敏感_case_sensitive_编程原生态,        - [大小写敏感_case_sensitive_编程原生态](./md/013-1075258-大小写敏感_case_sensitive_编程原生态.sy.md)
014-1075259-vim复制粘贴_保存代码_寄存器_reg.sy.md,12,33,38,014-1075259-vim复制粘贴_保存代码_寄存器_reg,vim复制粘贴_保存代码_寄存器_reg,        - [vim复制粘贴_保存代码_寄存器_reg](./md/014-1075259-vim复制粘贴_保存代码_寄存器_reg.sy.md)
014-1075259-vim复制粘贴_保存代码_寄存器_reg_hjkl移动光标.sy.md,12,42,47,014-1075259-vim复制粘贴_保存代码_寄存器_reg_hjkl移动光标,vim复制粘贴_保存代码_寄存器_reg_hjkl移动光标,        - [vim复制粘贴_保存代码_寄存器_reg_hjkl移动光标](./md/014-1075259-vim复制粘贴_保存代码_寄存器_reg_hjkl移动光标.sy.md)
015-1075267-直接运行_在vim中运行python程序_当前文件.sy.md,12,38,43,015-1075267-直接运行_在vim中运行python程序_当前文件,直接运行_在vim中运行python程序_当前文件,        - [直接运行_在vim中运行python程序_当前文件](./md/015-1075267-直接运行_在vim中运行python程序_当前文件.sy.md)
015-2552203-键盘改造_将esc和capslock对调_hjkl_移动_双手正位.sy.md,12,46,51,015-2552203-键盘改造_将esc和capslock对调_hjkl_移动_双手正位,键盘改造_将esc和capslock对调_hjkl_移动_双手正位,        - [键盘改造_将esc和capslock对调_hjkl_移动_双手正位](./md/015-2552203-键盘改造_将esc和capslock对调_hjkl_移动_双手正位.sy.md)
016-1075267-直接运行_在vim中运行python程序_当前文件.sy.md,12,38,43,016-1075267-直接运行_在vim中运行python程序_当前文件,直接运行_在vim中运行python程序_当前文件,        - [直接运行_在vim中运行python程序_当前文件](./md/016-1075267-直接运行_在vim中运行python程序_当前文件.sy.md)
016-87333-万行代码之梦_vim环境_复制粘贴.sy.md,10,28,33,016-87333-万行代码之梦_vim环境_复制粘贴,万行代码之梦_vim环境_复制粘贴,        - [万行代码之梦_vim环境_复制粘贴](./md/016-87333-万行代码之梦_vim环境_复制粘贴.sy.md)
017-568115-git_clone_下载仓库.sy.md,11,26,31,017-568115-git_clone_下载仓库,git_clone_下载仓库,        - [git_clone_下载仓库](./md/017-568115-git_clone_下载仓库.sy.md)
017-87333-万行代码之梦_vim环境_复制粘贴.sy.md,10,28,33,017-87333-万行代码之梦_vim环境_复制粘贴,万行代码之梦_vim环境_复制粘贴,        - [万行代码之梦_vim环境_复制粘贴](./md/017-87333-万行代码之梦_vim环境_复制粘贴.sy.md)
018-1085982-进入目录_找到代码_准备编辑.sy.md,12,27,32,018-1085982-进入目录_找到代码_准备编辑,进入目录_找到代码_准备编辑,        - [进入目录_找到代码_准备编辑](./md/018-1085982-进入目录_找到代码_准备编辑.sy.md)
018-568115-如何下载github仓库_git_clone_下载仓库.sy.md,11,39,44,018-568115-如何下载github仓库_git_clone_下载仓库,如何下载github仓库_git_clone_下载仓库,        - [如何下载github仓库_git_clone_下载仓库](./md/018-568115-如何下载github仓库_git_clone_下载仓库.sy.md)
019-1075268-勇闯地下城_运行代码_修改代码.sy.md,12,28,33,019-1075268-勇闯地下城_运行代码_修改代码,勇闯地下城_运行代码_修改代码,        - [勇闯地下城_运行代码_修改代码](./md/019-1075268-勇闯地下城_运行代码_修改代码.sy.md)
019-1085982-如何在github仓库中进入目录_找到程序代码_找到代码.sy.md,12,41,46,019-1085982-如何在github仓库中进入目录_找到程序代码_找到代码,如何在github仓库中进入目录_找到程序代码_找到代码,        - [如何在github仓库中进入目录_找到程序代码_找到代码](./md/019-1085982-如何在github仓库中进入目录_找到程序代码_找到代码.sy.md)
020-1075268-在游戏中体验数值自由_勇闯地下城_终端文字游戏.sy.md,12,36,41,020-1075268-在游戏中体验数值自由_勇闯地下城_终端文字游戏,在游戏中体验数值自由_勇闯地下城_终端文字游戏,        - [在游戏中体验数值自由_勇闯地下城_终端文字游戏](./md/020-1075268-在游戏中体验数值自由_勇闯地下城_终端文字游戏.sy.md)
020-1080433-宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色.sy.md,12,39,44,020-1080433-宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色,宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色,        - [宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色](./md/020-1080433-宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色.sy.md)
021-1080433-宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色.sy.md,12,39,44,021-1080433-宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色,宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色,        - [宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色](./md/021-1080433-宝剑镶宝石_爱之石中剑_批量替换_特殊字符_特殊颜色.sy.md)
021-1140476-宝剑上的铭文_特殊符号和宝物.sy.md,12,27,32,021-1140476-宝剑上的铭文_特殊符号和宝物,宝剑上的铭文_特殊符号和宝物,        - [宝剑上的铭文_特殊符号和宝物](./md/021-1140476-宝剑上的铭文_特殊符号和宝物.sy.md)
022-1140476-赛博宝剑铭文大赏_宝剑上的铭文_特殊符号和宝物.sy.md,12,36,41,022-1140476-赛博宝剑铭文大赏_宝剑上的铭文_特殊符号和宝物,赛博宝剑铭文大赏_宝剑上的铭文_特殊符号和宝物,        - [赛博宝剑铭文大赏_宝剑上的铭文_特殊符号和宝物](./md/022-1140476-赛博宝剑铭文大赏_宝剑上的铭文_特殊符号和宝物.sy.md)
022-1145755-[趣味拓展]编程起源_格子衫_提花织布机_家酿俱乐部_homebrew.sy.md,12,48,53,022-1145755-[趣味拓展]编程起源_格子衫_提花织布机_家酿俱乐部_homebrew,[趣味拓展]编程起源_格子衫_提花织布机_家酿俱乐部_homebrew,        - [[趣味拓展]编程起源_格子衫_提花织布机_家酿俱乐部_homebrew](./md/022-1145755-[趣味拓展]编程起源_格子衫_提花织布机_家酿俱乐部_homebrew.sy.md)
023-523759-[趣味拓展]自由软件运动_free_software_stallman.sy.md,11,47,52,023-523759-[趣味拓展]自由软件运动_free_software_stallman,[趣味拓展]自由软件运动_free_software_stallman,        - [[趣味拓展]自由软件运动_free_software_stallman](./md/023-523759-[趣味拓展]自由软件运动_free_software_stallman.sy.md)
023-573898-[趣味拓展]Guido的简历_从ABC到python.sy.md,11,38,43,023-573898-[趣味拓展]Guido的简历_从ABC到python,[趣味拓展]Guido的简历_从ABC到python,        - [[趣味拓展]Guido的简历_从ABC到python](./md/023-573898-[趣味拓展]Guido的简历_从ABC到python.sy.md)
024-1115569-vim读取文件_从头复制到尾_撤销_重做_reg_寄存器.sy.md,12,41,46,024-1115569-vim读取文件_从头复制到尾_撤销_重做_reg_寄存器,vim读取文件_从头复制到尾_撤销_重做_reg_寄存器,        - [vim读取文件_从头复制到尾_撤销_重做_reg_寄存器](./md/024-1115569-vim读取文件_从头复制到尾_撤销_重做_reg_寄存器.sy.md)
024-1308301-[趣味拓展]媒介变化_数字时代特点_tilt_野牛格子衫.sy.md,12,41,46,024-1308301-[趣味拓展]媒介变化_数字时代特点_tilt_野牛格子衫,[趣味拓展]媒介变化_数字时代特点_tilt_野牛格子衫,        - [[趣味拓展]媒介变化_数字时代特点_tilt_野牛格子衫](./md/024-1308301-[趣味拓展]媒介变化_数字时代特点_tilt_野牛格子衫.sy.md)
025-813939-顺序执行过程_流水_流程_执行次序.sy.md,11,29,34,025-813939-顺序执行过程_流水_流程_执行次序,顺序执行过程_流水_流程_执行次序,        - [顺序执行过程_流水_流程_执行次序](./md/025-813939-顺序执行过程_流水_流程_执行次序.sy.md)
025-838897-[趣味拓展]开源运动_linux_opensource_linus.sy.md,11,45,50,025-838897-[趣味拓展]开源运动_linux_opensource_linus,[趣味拓展]开源运动_linux_opensource_linus,        - [[趣味拓展]开源运动_linux_opensource_linus](./md/025-838897-[趣味拓展]开源运动_linux_opensource_linus.sy.md)
026-1094536-[趣味拓展]国内开源现状_自由_免费_python_license.sy.md,12,46,51,026-1094536-[趣味拓展]国内开源现状_自由_免费_python_license,[趣味拓展]国内开源现状_自由_免费_python_license,        - [[趣味拓展]国内开源现状_自由_免费_python_license](./md/026-1094536-[趣味拓展]国内开源现状_自由_免费_python_license.sy.md)
026-1193106-调试程序_pdb3_帮助_help_求助_文档.sy.md,12,36,41,026-1193106-调试程序_pdb3_帮助_help_求助_文档,调试程序_pdb3_帮助_help_求助_文档,        - [调试程序_pdb3_帮助_help_求助_文档](./md/026-1193106-调试程序_pdb3_帮助_help_求助_文档.sy.md)
026-2294075-[趣味拓展]国内信息产业起步_微软win98广告曲.sy.md,12,38,43,026-2294075-[趣味拓展]国内信息产业起步_微软win98广告曲,[趣味拓展]国内信息产业起步_微软win98广告曲,        - [[趣味拓展]国内信息产业起步_微软win98广告曲](./md/026-2294075-[趣味拓展]国内信息产业起步_微软win98广告曲.sy.md)
027-2294082-[趣味拓展]蓝点linux_操作系统大战_办公软件标准_开源判例.sy.md,12,45,50,027-2294082-[趣味拓展]蓝点linux_操作系统大战_办公软件标准_开源判例,[趣味拓展]蓝点linux_操作系统大战_办公软件标准_开源判例,        - [[趣味拓展]蓝点linux_操作系统大战_办公软件标准_开源判例](./md/027-2294082-[趣味拓展]蓝点linux_操作系统大战_办公软件标准_开源判例.sy.md)
027-573898-[趣味拓展]Guido的简历_从ABC到python.sy.md,11,38,43,027-573898-[趣味拓展]Guido的简历_从ABC到python,[趣味拓展]Guido的简历_从ABC到python,        - [[趣味拓展]Guido的简历_从ABC到python](./md/027-573898-[趣味拓展]Guido的简历_从ABC到python.sy.md)
027-87374-调试程序_debug_next_下一步_list_pdb3.sy.md,10,40,45,027-87374-调试程序_debug_next_下一步_list_pdb3,调试程序_debug_next_下一步_list_pdb3,        - [调试程序_debug_next_下一步_list_pdb3](./md/027-87374-调试程序_debug_next_下一步_list_pdb3.sy.md)
028-1094536-[趣味拓展]国内开源现状_自由_免费_python_license.sy.md,12,46,51,028-1094536-[趣味拓展]国内开源现状_自由_免费_python_license,[趣味拓展]国内开源现状_自由_免费_python_license,        - [[趣味拓展]国内开源现状_自由_免费_python_license](./md/028-1094536-[趣味拓展]国内开源现状_自由_免费_python_license.sy.md)
028-1115569-读取文件_从头复制到尾_撤销_重做_reg_寄存器.sy.md,12,38,43,028-1115569-读取文件_从头复制到尾_撤销_重做_reg_寄存器,读取文件_从头复制到尾_撤销_重做_reg_寄存器,        - [读取文件_从头复制到尾_撤销_重做_reg_寄存器](./md/028-1115569-读取文件_从头复制到尾_撤销_重做_reg_寄存器.sy.md)
028-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace.sy.md,12,46,51,028-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace,[趣味拓展]女性程序员_Eniac_girls_bug_Grace,        - [[趣味拓展]女性程序员_Eniac_girls_bug_Grace](./md/028-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace.sy.md)
029-2070647-[趣味拓展]aigc对于内容产业和版权的影响.sy.md,12,35,40,029-2070647-[趣味拓展]aigc对于内容产业和版权的影响,[趣味拓展]aigc对于内容产业和版权的影响,        - [[趣味拓展]aigc对于内容产业和版权的影响](./md/029-2070647-[趣味拓展]aigc对于内容产业和版权的影响.sy.md)
029-813939-顺序执行过程_流水_流程_执行次序.sy.md,11,29,34,029-813939-顺序执行过程_流水_流程_执行次序,顺序执行过程_流水_流程_执行次序,        - [顺序执行过程_流水_流程_执行次序](./md/029-813939-顺序执行过程_流水_流程_执行次序.sy.md)
029-905257-until_直接跳转到_unt_breakpoint_断点函数.sy.md,11,43,48,029-905257-until_直接跳转到_unt_breakpoint_断点函数,until_直接跳转到_unt_breakpoint_断点函数,        - [until_直接跳转到_unt_breakpoint_断点函数](./md/029-905257-until_直接跳转到_unt_breakpoint_断点函数.sy.md)
030-1193106-调试程序_pdb3_帮助_help_求助_文档.sy.md,12,36,41,030-1193106-调试程序_pdb3_帮助_help_求助_文档,调试程序_pdb3_帮助_help_求助_文档,        - [调试程序_pdb3_帮助_help_求助_文档](./md/030-1193106-调试程序_pdb3_帮助_help_求助_文档.sy.md)
030-2138584-[趣味拓展]传统行业与新媒体的结合_发展趋势.sy.md,12,35,40,030-2138584-[趣味拓展]传统行业与新媒体的结合_发展趋势,[趣味拓展]传统行业与新媒体的结合_发展趋势,        - [[趣味拓展]传统行业与新媒体的结合_发展趋势](./md/030-2138584-[趣味拓展]传统行业与新媒体的结合_发展趋势.sy.md)
030-567553-设置断点_break_point_continue_运行到断点.sy.md,11,43,48,030-567553-设置断点_break_point_continue_运行到断点,设置断点_break_point_continue_运行到断点,        - [设置断点_break_point_continue_运行到断点](./md/030-567553-设置断点_break_point_continue_运行到断点.sy.md)
031-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics.sy.md,12,53,58,031-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics,[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics,        - [[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics](./md/031-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics.sy.md)
031-2188098-[趣味拓展]新媒体内容产品的价格是由什么决定的.sy.md,12,36,41,031-2188098-[趣味拓展]新媒体内容产品的价格是由什么决定的,[趣味拓展]新媒体内容产品的价格是由什么决定的,        - [[趣味拓展]新媒体内容产品的价格是由什么决定的](./md/031-2188098-[趣味拓展]新媒体内容产品的价格是由什么决定的.sy.md)
031-87374-调试程序_debug_next_下一步_list_pdb3.sy.md,10,40,45,031-87374-调试程序_debug_next_下一步_list_pdb3,调试程序_debug_next_下一步_list_pdb3,        - [调试程序_debug_next_下一步_list_pdb3](./md/031-87374-调试程序_debug_next_下一步_list_pdb3.sy.md)
032-2524054-火星文字幕_os_操作系统的作用_time_sleep_延迟.sy.md,12,43,48,032-2524054-火星文字幕_os_操作系统的作用_time_sleep_延迟,火星文字幕_os_操作系统的作用_time_sleep_延迟,        - [火星文字幕_os_操作系统的作用_time_sleep_延迟](./md/032-2524054-火星文字幕_os_操作系统的作用_time_sleep_延迟.sy.md)
032-573898-[趣味拓展]Guido的简历_从ABC到python.sy.md,11,38,43,032-573898-[趣味拓展]Guido的简历_从ABC到python,[趣味拓展]Guido的简历_从ABC到python,        - [[趣味拓展]Guido的简历_从ABC到python](./md/032-573898-[趣味拓展]Guido的简历_从ABC到python.sy.md)
032-905257-until_直接跳转到_unt_breakpoint_断点函数.sy.md,11,43,48,032-905257-until_直接跳转到_unt_breakpoint_断点函数,until_直接跳转到_unt_breakpoint_断点函数,        - [until_直接跳转到_unt_breakpoint_断点函数](./md/032-905257-until_直接跳转到_unt_breakpoint_断点函数.sy.md)
033-1115569-读取文件_从头复制到尾_撤销_重做_reg_寄存器.sy.md,12,38,43,033-1115569-读取文件_从头复制到尾_撤销_重做_reg_寄存器,读取文件_从头复制到尾_撤销_重做_reg_寄存器,        - [读取文件_从头复制到尾_撤销_重做_reg_寄存器](./md/033-1115569-读取文件_从头复制到尾_撤销_重做_reg_寄存器.sy.md)
033-567553-设置断点_break_point_continue_运行到断点.sy.md,11,43,48,033-567553-设置断点_break_point_continue_运行到断点,设置断点_break_point_continue_运行到断点,        - [设置断点_break_point_continue_运行到断点](./md/033-567553-设置断点_break_point_continue_运行到断点.sy.md)
033-87385-[趣味拓展]计算机语言起源_c语言诞生.sy.md,10,30,35,033-87385-[趣味拓展]计算机语言起源_c语言诞生,[趣味拓展]计算机语言起源_c语言诞生,        - [[趣味拓展]计算机语言起源_c语言诞生](./md/033-87385-[趣味拓展]计算机语言起源_c语言诞生.sy.md)
034-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace.sy.md,12,46,51,034-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace,[趣味拓展]女性程序员_Eniac_girls_bug_Grace,        - [[趣味拓展]女性程序员_Eniac_girls_bug_Grace](./md/034-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace.sy.md)
034-813939-顺序执行过程_流水_流程_执行次序.sy.md,11,29,34,034-813939-顺序执行过程_流水_流程_执行次序,顺序执行过程_流水_流程_执行次序,        - [顺序执行过程_流水_流程_执行次序](./md/034-813939-顺序执行过程_流水_流程_执行次序.sy.md)
034-87487-ord函数_字符序号_ordinal_根据字符得到序号.sy.md,10,38,43,034-87487-ord函数_字符序号_ordinal_根据字符得到序号,ord函数_字符序号_ordinal_根据字符得到序号,        - [ord函数_字符序号_ordinal_根据字符得到序号](./md/034-87487-ord函数_字符序号_ordinal_根据字符得到序号.sy.md)
035-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics.sy.md,12,53,58,035-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics,[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics,        - [[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics](./md/035-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics.sy.md)
035-1193106-调试程序_pdb3_帮助_help_求助_文档.sy.md,12,36,41,035-1193106-调试程序_pdb3_帮助_help_求助_文档,调试程序_pdb3_帮助_help_求助_文档,        - [调试程序_pdb3_帮助_help_求助_文档](./md/035-1193106-调试程序_pdb3_帮助_help_求助_文档.sy.md)
035-570635-chr函数_字符_character_根据序号得到字符.sy.md,11,39,44,035-570635-chr函数_字符_character_根据序号得到字符,chr函数_字符_character_根据序号得到字符,        - [chr函数_字符_character_根据序号得到字符](./md/035-570635-chr函数_字符_character_根据序号得到字符.sy.md)
036-1116543-type_类型_int_str_查看帮助.sy.md,12,33,38,036-1116543-type_类型_int_str_查看帮助,type_类型_int_str_查看帮助,        - [type_类型_int_str_查看帮助](./md/036-1116543-type_类型_int_str_查看帮助.sy.md)
036-87374-调试程序_debug_next_下一步_list_pdb3.sy.md,10,40,45,036-87374-调试程序_debug_next_下一步_list_pdb3,调试程序_debug_next_下一步_list_pdb3,        - [调试程序_debug_next_下一步_list_pdb3](./md/036-87374-调试程序_debug_next_下一步_list_pdb3.sy.md)
036-87385-[趣味拓展]计算机语言起源_c语言诞生.sy.md,10,30,35,036-87385-[趣味拓展]计算机语言起源_c语言诞生,[趣味拓展]计算机语言起源_c语言诞生,        - [[趣味拓展]计算机语言起源_c语言诞生](./md/036-87385-[趣味拓展]计算机语言起源_c语言诞生.sy.md)
037-1116544-print函数参数_sep分隔符_separator.sy.md,12,39,44,037-1116544-print函数参数_sep分隔符_separator,print函数参数_sep分隔符_separator,        - [print函数参数_sep分隔符_separator](./md/037-1116544-print函数参数_sep分隔符_separator.sy.md)
037-1163691-[趣味拓展]hello_world的由来.sy.md,12,33,38,037-1163691-[趣味拓展]hello_world的由来,[趣味拓展]hello_world的由来,        - [[趣味拓展]hello_world的由来](./md/037-1163691-[趣味拓展]hello_world的由来.sy.md)
037-905257-until_直接跳转到_unt_breakpoint_断点函数.sy.md,11,43,48,037-905257-until_直接跳转到_unt_breakpoint_断点函数,until_直接跳转到_unt_breakpoint_断点函数,        - [until_直接跳转到_unt_breakpoint_断点函数](./md/037-905257-until_直接跳转到_unt_breakpoint_断点函数.sy.md)
038-567553-设置断点_break_point_continue_运行到断点.sy.md,11,43,48,038-567553-设置断点_break_point_continue_运行到断点,设置断点_break_point_continue_运行到断点,        - [设置断点_break_point_continue_运行到断点](./md/038-567553-设置断点_break_point_continue_运行到断点.sy.md)
038-87487-ord函数_字符序号_ordinal_根据字符得到序号.sy.md,10,38,43,038-87487-ord函数_字符序号_ordinal_根据字符得到序号,ord函数_字符序号_ordinal_根据字符得到序号,        - [ord函数_字符序号_ordinal_根据字符得到序号](./md/038-87487-ord函数_字符序号_ordinal_根据字符得到序号.sy.md)
038-988983-for循环_循环遍历_循环变量.sy.md,11,27,32,038-988983-for循环_循环遍历_循环变量,for循环_循环遍历_循环变量,        - [for循环_循环遍历_循环变量](./md/038-988983-for循环_循环遍历_循环变量.sy.md)
039-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace.sy.md,12,46,51,039-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace,[趣味拓展]女性程序员_Eniac_girls_bug_Grace,        - [[趣味拓展]女性程序员_Eniac_girls_bug_Grace](./md/039-1163689-[趣味拓展]女性程序员_Eniac_girls_bug_Grace.sy.md)
039-1209611-缩进几个字符好_输出所有键盘字符_循环遍历_indent.sy.md,12,41,46,039-1209611-缩进几个字符好_输出所有键盘字符_循环遍历_indent,缩进几个字符好_输出所有键盘字符_循环遍历_indent,        - [缩进几个字符好_输出所有键盘字符_循环遍历_indent](./md/039-1209611-缩进几个字符好_输出所有键盘字符_循环遍历_indent.sy.md)
039-570635-chr函数_字符_character_根据序号得到字符.sy.md,11,39,44,039-570635-chr函数_字符_character_根据序号得到字符,chr函数_字符_character_根据序号得到字符,        - [chr函数_字符_character_根据序号得到字符](./md/039-570635-chr函数_字符_character_根据序号得到字符.sy.md)
040-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics.sy.md,12,53,58,040-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics,[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics,        - [[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics](./md/040-1116018-[趣味拓展]unix起源_Ken_Tompson_Ritchie_multics.sy.md)
040-1116543-type_类型_int_str_查看帮助.sy.md,12,33,38,040-1116543-type_类型_int_str_查看帮助,type_类型_int_str_查看帮助,        - [type_类型_int_str_查看帮助](./md/040-1116543-type_类型_int_str_查看帮助.sy.md)
040-87675-ASCII码表_英文字符编码_键盘字符_ISO_646.sy.md,10,38,43,040-87675-ASCII码表_英文字符编码_键盘字符_ISO_646,ASCII码表_英文字符编码_键盘字符_ISO_646,        - [ASCII码表_英文字符编码_键盘字符_ISO_646](./md/040-87675-ASCII码表_英文字符编码_键盘字符_ISO_646.sy.md)
041-1116544-print函数参数_sep分隔符_separator.sy.md,12,39,44,041-1116544-print函数参数_sep分隔符_separator,print函数参数_sep分隔符_separator,        - [print函数参数_sep分隔符_separator](./md/041-1116544-print函数参数_sep分隔符_separator.sy.md)
041-1117934-print函数参数_结束符_end_换行符号.sy.md,12,35,40,041-1117934-print函数参数_结束符_end_换行符号,print函数参数_结束符_end_换行符号,        - [print函数参数_结束符_end_换行符号](./md/041-1117934-print函数参数_结束符_end_换行符号.sy.md)
041-87385-[趣味拓展]计算机语言起源_c语言诞生.sy.md,10,30,35,041-87385-[趣味拓展]计算机语言起源_c语言诞生,[趣味拓展]计算机语言起源_c语言诞生,        - [[趣味拓展]计算机语言起源_c语言诞生](./md/041-87385-[趣味拓展]计算机语言起源_c语言诞生.sy.md)
042-1163691-[趣味拓展]hello_world的由来.sy.md,12,33,38,042-1163691-[趣味拓展]hello_world的由来,[趣味拓展]hello_world的由来,        - [[趣味拓展]hello_world的由来](./md/042-1163691-[趣味拓展]hello_world的由来.sy.md)
